name,xPos,xposName,access,latest,owner,statisticalSector,questionnaire,geographicCoverage,sampleSize,disaggregationAge,disaggregationLocation,sourceType,url
3.8.2: Proportion of population with large household expenditures on health as a share of total household expenditure or income,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
3.9.1: Mortality rate attributed to household and ambient air pollution,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
"3.9.2: Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (exposure to unsafe Water, Sanitation and Hygiene for All (WASH) services)",2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
3.9.3: Mortality rate attributed to unintentional poisoning,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
3.a.1: Age-standardized prevalence of current tobacco use among persons aged 15 years and older,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
3.b.1: Proportion of the target population covered by all vaccines included in their national programme,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
3.b.2: Total net official development assistance to medical research and basic health sectors,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
3.b.3: Proportion of health facilities that have a core set of relevant essential medicines available and affordable on a sustainable basis,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
3.c.1: Health worker density and distribution,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
3.d.1: International Health Regulations (IHR) capacity and health emergency preparedness,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
"4.1.1: Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex",2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
"4.2.1: Proportion of children under 5 years of age who are developmentally on track in health, learning and psychosocial well-being, by sex",2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
"4.2.2: Participation rate in organized learning (one year before the official primary entry age), by sex",2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
"4.3.1: Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex",2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
"4.4.1: Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
"4.5.1: Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
"4.6.1: Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex",2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
"4.7.1: Extent to which (i) global citizenship education and (ii) education for sustainable development, including gender equality and human rights, are mainstreamed at all levels in: (a) national education policies; (b) curricula; (c) teacher education; and (d) student assessment",2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
4.a.1: Proportion of schools with access to: (a) electricity; (b) the Internet for pedagogical purposes; (c) computers for pedagogical purposes; (d) adapted infrastructure and materials for students with disabilities; (e) basic drinking water; (f) single-sex basic sanitation facilities; and (g) basic handwashing facilities (as per the WASH indicator definitions),2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
4.b.1: Volume of official development assistance flows for scholarships by sector and type of study,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
4.c.1: Proportion of teachers in: (a) pre-primary; (b) primary; (c) lower secondary; and (d) upper secondary education who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching at the relevant level in a given country,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
"5.1.1: Whether or not legal frameworks are in place to promote, enforce and monitor equality and non?discrimination on the basis of sex",2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
"5.2.1: Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
"5.2.2: Proportion of women and girls aged 15 years and older subjected to sexual violence by persons other than an intimate partner in the previous 12 months, by age and place of occurrence",2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
5.3.1: Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
"5.3.2: Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age",2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
"5.4.1: Proportion of time spent on unpaid domestic and care work, by sex, age and location",2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
5.5.1: Proportion of seats held by women in (a) national parliaments and (b) local governments,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
5.5.2: Proportion of women in managerial positions,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
"5.6.1: Proportion of women aged 15-49 years who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care",2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
"5.6.2: Number of countries with laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education",2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
"5.a.1: (a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex; and (b) share of women among owners or rights-bearers of agricultural land, by type of tenure",2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
5.a.2: Proportion of countries where the legal framework (including customary law) guarantees women’s equal rights to land ownership and/or control,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
"5.b.1: Proportion of individuals who own a mobile telephone, by sex",2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
5.c.1: Proportion of countries with systems to track and make public allocations for gender equality and women’s empowerment,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
6.1.1: Proportion of population using safely managed drinking water services,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
"6.2.1: Proportion of population using safely managed sanitation services, including a hand-washing facility with soap and water",2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
6.3.1: Proportion of wastewater safely treated,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
6.3.2: Proportion of bodies of water with good ambient water quality,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
6.4.1: Change in water-use efficiency over time,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
6.4.2: Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
6.5.1: Degree of integrated water resources management implementation (0-100),2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
6.5.2: Proportion of transboundary basin area with an operational arrangement for water cooperation,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
6.6.1: Change in the extent of water-related ecosystems over time,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
6.a.1: Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
6.b.1: Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
7.1.1: Proportion of population with access to electricity,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
7.1.2: Proportion of population with primary reliance on clean fuels and technology,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
7.2.1: Renewable energy share in the total final energy consumption,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
7.3.1: Energy intensity measured in terms of primary energy and GDP,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
"7.a.1: International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems",2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
7.b.1: Investments in energy efficiency as a proportion of GDP and the amount of foreign direct investment in financial transfer for infrastructure and technology to sustainable development services,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
8.1.1: Annual growth rate of real GDP per capita,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
8.2.1: Annual growth rate of real GDP per employed person,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
"8.3.1: Proportion of informal employment in non?agriculture employment, by sex",2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
"8.5.1: Average hourly earnings of female and male employees, by occupation, age and persons with disabilities",2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
"8.5.2: Unemployment rate, by sex, age and persons with disabilities",2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
"8.6.1: Proportion of youth (aged 15-24 years) not in education, employment or training",2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
"8.7.1: Proportion and number of children aged 5?17 years engaged in child labour, by sex and age",2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
"8.8.1: Frequency rates of fatal and non-fatal occupational injuries, by sex and migrant status",2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
"8.8.2: Level of national compliance of labour rights (freedom of association and collective bargaining) based on International Labour Organization (ILO) textual sources and national legislation, by sex and migrant status",2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
8.9.1: Tourism direct GDP as a proportion of total GDP and in growth rate,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
8.9.2: Proportion of jobs in sustainable tourism industries out of total tourism jobs,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
8.a.1: Aid for Trade commitments and disbursements,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
"8.b.1: Existence of a developed and operationalized national strategy for youth employment, as a distinct strategy or as part of a national employment strategy",2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
"8.10.1: (a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults",2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
8.10.2: Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
"8.4.1: Material footprint, material footprint per capita, and material footprint per GDP",2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
"8.4.2: Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP",2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
9.1.1: Proportion of the rural population who live within 2 km of an all-season road,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
"9.1.2: Passenger and freight volumes, by mode of transport",2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
9.2.1: Manufacturing value added as a proportion of GDP and per capita,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
9.2.2: Manufacturing employment as a proportion of total employment,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
9.3.1: Proportion of small-scale industries in total industry value added,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
9.3.2: Proportion of small-scale industries with a loan or line of credit,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
9.4.1: CO2 emission per unit of value added,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
9.5.1: Research and development expenditure as a proportion of GDP,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
9.5.2: Researchers (in full-time equivalent) per million inhabitants,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
9.a.1: Total official international support (official development assistance plus other official flows) to infrastructure,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
9.b.1: Proportion of medium and high-tech industry value added in total value added,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
"9.c.1: Proportion of population covered by a mobile network, by technology",2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
10.1.1: Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
"10.2.1: Proportion of people living below 50 per cent of median income, by sex, age and persons with disabilities",2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
"10.4.1: Labour share of GDP, comprising wages and social protection transfers",2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
10.5.1: Financial Soundness Indicators,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
10.7.1: Recruitment cost borne by employee as a proportion of yearly income earned in country of destination,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
10.7.2: Number of countries that have implemented well-managed migration policies,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
10.a.1: Proportion of tariff lines applied to imports from least developed countries and developing countries with zero-tariff,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
"10.b.1: Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)",2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
10.c.1: Remittance costs as a proportion of the amount remitted,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
10.3.1: Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
10.6.1: Proportion of members and voting rights of developing countries in international organizations,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
"11.1.1: Proportion of urban population living in slums, informal settlements or inadequate housing",2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
"11.2.1: Proportion of population that has convenient access to public transport, by sex, age and persons with disabilities",2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
11.3.1: Ratio of land consumption rate to population growth rate,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
11.3.2: Proportion of cities with a direct participation structure of civil society in urban planning and management that operate regularly and democratically,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
"11.4.1: Total expenditure (public and private) per capita spent on the preservation, protection and conservation of all cultural and natural heritage, by type of heritage (cultural, natural, mixed and World Heritage Centre designation), level of government (national, regional and local/municipal), type of expenditure (operating expenditure/investment) and type of private funding (donations in kind, private non-profit sector and sponsorship)",2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
"11.5.2: Direct economic loss in relation to global GDP, damage to critical infrastructure and number of disruptions to basic services, attributed to disasters",2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
"11.6.1: Proportion of urban solid waste regularly collected and with adequate final discharge out of total urban solid waste generated, by cities",2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
11.6.2: Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
"11.7.1: Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
"11.7.2: Proportion of persons victim of physical or sexual harassment, by sex, age, disability status and place of occurrence, in the previous 12 months",2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
"11.a.1: Proportion of population living in cities that implement urban and regional development plans integrating population projections and resource needs, by size of city",2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
"11.c.1: Proportion of financial support to the least developed countries that is allocated to the construction and retrofitting of sustainable, resilient and resource-efficient buildings utilizing local materials",2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
"11.5.1: Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population",2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
11.b.1: Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015-2030,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
11.b.2: Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
12.1.1: Number of countries with sustainable consumption and production (SCP) national action plans or SCP mainstreamed as a priority or a target into national policies,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
12.3.1: Global food loss index,2,Indicator,,,,,,,,,,,https://devinit.knack.com/dda-ug#sdgs/sdg-indicators/
